0.000000	3.563853	4.735329	5.303448	6.618130	5.640419	6.723477	3.668717	4.637678	2.629694	6.467361	6.020198	3.852984	1.559480	4.250529	1.508294	6.551880	3.737481	1.761111	5.854435
3.563853	0.000000	5.622094	3.687743	3.989617	4.841622	3.940079	1.199117	1.281877	1.373276	3.630307	3.241439	4.246354	3.256141	4.990376	4.503998	4.037964	5.006496	2.870370	4.372695
4.735329	5.622094	0.000000	3.482716	5.369325	2.465079	5.674600	4.604515	5.650572	4.341731	5.621127	5.304416	1.381222	3.288575	0.632029	3.616692	5.159239	1.014942	3.352473	3.432574
5.303448	3.687743	3.482716	0.000000	1.898458	1.417782	2.193669	2.508265	2.978854	3.124336	2.144017	1.864941	2.485949	3.901859	3.037314	5.142360	1.703030	3.595268	3.574841	0.685960
6.618130	3.989617	5.369325	1.898458	0.000000	3.088139	0.344891	3.113870	2.812579	4.078406	0.525583	0.759459	4.365503	5.420815	4.935772	6.760891	0.238984	5.480290	5.033316	2.039748
5.640419	4.841622	2.465079	1.417782	3.088139	0.000000	3.421869	3.644203	4.319892	3.978250	3.445547	3.233950	2.010918	4.099632	2.225887	5.088765	2.857598	2.934574	3.890818	1.049967
6.723477	3.940079	5.674600	2.193669	0.344891	3.421869	0.000000	3.148590	2.717501	4.145455	0.314734	0.720987	4.635656	5.580298	5.226221	6.935981	0.583864	5.751520	5.183177	2.375748
3.668717	1.199117	4.604515	2.508265	3.113870	3.644203	3.148590	0.000000	1.170724	1.039034	2.865090	2.428039	3.225502	2.842120	3.981182	4.215109	3.109074	4.116747	2.416542	3.194185
4.637678	1.281877	5.650572	2.978854	2.812579	4.319892	2.717501	1.170724	0.000000	2.082165	2.403262	2.053126	4.289949	3.983173	5.041938	5.338874	2.898011	5.242404	3.560393	3.624259
2.629694	1.373276	4.341731	3.124336	4.078406	3.978250	4.145455	1.039034	2.082165	0.000000	3.873522	3.429898	2.992331	1.937990	3.711564	3.264885	4.045568	3.660615	1.529702	3.783034
6.467361	3.630307	5.621127	2.144017	0.525583	3.445547	0.314734	2.865090	2.403262	3.873522	0.000000	0.447499	4.529611	5.361090	5.148154	6.726530	0.732602	5.643695	4.957811	2.415450
6.020198	3.241439	5.304416	1.864941	0.759459	3.233950	0.720987	2.428039	2.053126	3.429898	0.447499	0.000000	4.164685	4.919037	4.807837	6.287504	0.866872	5.273927	4.514025	2.244103
3.852984	4.246354	1.381222	2.485949	4.365503	2.010918	4.635656	3.225502	4.289949	2.992331	4.529611	4.164685	0.000000	2.299203	0.755825	3.103102	4.182758	1.115865	2.225723	2.678680
1.559480	3.256141	3.288575	3.901859	5.420815	4.099632	5.580298	2.842120	3.983173	1.937990	5.361090	4.919037	2.299203	0.000000	2.752449	1.385192	5.317875	2.342869	0.425922	4.395790
4.250529	4.990376	0.632029	3.037314	4.935772	2.225887	5.226221	3.981182	5.041938	3.711564	5.148154	4.807837	0.755825	2.752449	0.000000	3.260328	4.737072	0.741768	2.774887	3.091039
1.508294	4.503998	3.616692	5.142360	6.760891	5.088765	6.935981	4.215109	5.338874	3.264885	6.726530	6.287504	3.103102	1.385192	3.260328	0.000000	6.644700	2.606491	1.808573	5.562226
6.551880	4.037964	5.159239	1.703030	0.238984	2.857598	0.583864	3.109074	2.898011	4.045568	0.732602	0.866872	4.182758	5.317875	4.737072	6.644700	0.000000	5.295419	4.938148	1.808083
3.737481	5.006496	1.014942	3.595268	5.480290	2.934574	5.751520	4.116747	5.242404	3.660615	5.643695	5.273927	1.115865	2.342869	0.741768	2.606491	5.295419	0.000000	2.470896	3.736070
1.761111	2.870370	3.352473	3.574841	5.033316	3.890818	5.183177	2.416542	3.560393	1.529702	4.957811	4.514025	2.225723	0.425922	2.774887	1.808573	4.938148	2.470896	0.000000	4.102236
5.854435	4.372695	3.432574	0.685960	2.039748	1.049967	2.375748	3.194185	3.624259	3.783034	2.415450	2.244103	2.678680	4.395790	3.091039	5.562226	1.808083	3.736070	4.102236	0.000000
